"","Sp","Count"
"1","Myotis_muricola",0.251897810218978
"2","Pipistrellus_tenuis",0.246350364963504
"3","Pipistrellus_javanicus",0.244890510948905
"4","Rhinolophus_affinis",0.243357664233577
"5","Rhinolophus_luctus",0.242554744525547
"6","Scotophilus_kuhlii",0.24007299270073
"7","Kerivoula_hardwickii",0.237518248175182
"8","Cynopterus_sphinx",0.237372262773723
"9","Rousettus_amplexicaudatus",0.237226277372263
"10","Rousettus_leschenaultii",0.237007299270073
"11","Myotis_siligorensis",0.236204379562044
"12","Rhinolophus_macrotis",0.233430656934307
"13","Tylonycteris_pachypus",0.232992700729927
"14","Tylonycteris_robustula",0.231897810218978
"15","Myotis_horsfieldii",0.231240875912409
"16","Myotis_formosus",0.228102189781022
"17","Kerivoula_picta",0.227883211678832
"18","Rhinolophus_pearsonii",0.227153284671533
"19","Eptesicus_serotinus",0.226861313868613
"20","Pipistrellus_pipistrellus",0.226131386861314
"21","Murina_cyclotis",0.225328467153285
"22","Pipistrellus_coromandra",0.225328467153285
"23","Scotomanes_ornatus",0.225255474452555
"24","Eonycteris_spelaea",0.225036496350365
"25","Macroglossus_sobrinus",0.224817518248175
"26","Rhinolophus_ferrumequinum",0.223576642335766
"27","Rhinolophus_pusillus",0.223211678832117
"28","Cynopterus_brachyotis",0.223138686131387
"29","Megaerops_niphanae",0.220729927007299
"30","Pteropus_vampyrus",0.22014598540146
"31","Myotis_chinensis",0.21985401459854
"32","Myotis_montivagus",0.21956204379562
"33","Macroglossus_minimus",0.218905109489051
"34","Rhinolophus_thomasi",0.218467153284672
"35","Rhinolophus_stheno",0.218394160583942
"36","Scotophilus_heathii",0.216788321167883
"37","Glischropus_tylopus",0.216131386861314
"38","Rhinolophus_malayanus",0.215985401459854
"39","Barbastella_leucomelas",0.215182481751825
"40","Harpiocephalus_harpia",0.214890510948905
"41","Rhinolophus_lepidus",0.214817518248175
"42","Myotis_laniger",0.214525547445255
"43","Hipposideros_armiger",0.214306569343066
"44","Ia_io",0.213576642335766
"45","Rhinolophus_marshalli",0.212846715328467
"46","Pipistrellus_ceylonicus",0.212335766423358
"47","Myotis_altarium",0.212043795620438
"48","Pipistrellus_abramus",0.212043795620438
"49","Hipposideros_cineraceus",0.211386861313869
"50","Rhinolophus_acuminatus",0.211386861313869
"51","Pipistrellus_paterculus",0.211021897810219
"52","Murina_tubinaris",0.20992700729927
"53","Kerivoula_papillosa",0.209124087591241
"54","Phoniscus_jagorii",0.209051094890511
"55","Hypsignathus_monstrosus",0.208540145985401
"56","Rousettus_aegyptiacus",0.208175182481752
"57","Rhinolophus_trifoliatus",0.208029197080292
"58","Myotis_daubentonii",0.206861313868613
"59","Rhinolophus_sinicus",0.206642335766423
"60","Cynopterus_horsfieldii",0.205839416058394
"61","Hipposideros_pomona",0.205766423357664
"62","Myotis_blythii",0.205620437956204
"63","Nyctalus_leisleri",0.204817518248175
"64","Sphaerias_blanfordi",0.204817518248175
"65","Micropteropus_pusillus",0.204452554744526
"66","Myotis_hasseltii",0.204233576642336
"67","Hesperoptenus_blanfordi",0.204087591240876
"68","Lissonycteris_angolensis",0.203795620437956
"69","Hipposideros_larvatus",0.203357664233577
"70","Coelops_frithii",0.203284671532847
"71","Eidolon_helvum",0.203138686131387
"72","Hesperoptenus_tickelli",0.202846715328467
"73","Murina_aurata",0.202627737226277
"74","Harpiocephalus_mordax",0.202408759124088
"75","Scotophilus_dinganii",0.202408759124088
"76","Hipposideros_ater",0.201678832116788
"77","Neoromicia_rendalli",0.201532846715328
"78","Myotis_myotis",0.201240875912409
