"","host","virus","presence","suitability"
"181","Pteronotus parnellii","Betacoronavirus",1,4.13804241569593e+301
"2629","Carollia brevicauda","Betacoronavirus",0,9.52138709384118e+292
"173","Pipistrellus abramus","Betacoronavirus",1,1.66974592799375e+292
"195","Rhinopoma hardwickii","Betacoronavirus",1,7.7096226094732e+275
"162","Megaloglossus woermanni","Betacoronavirus",1,6.54020556526155e+275
"152","Eumops glaucinus","Betacoronavirus",1,5.78054126108951e+275
"3332","Plecotus auritus","Betacoronavirus",0,1.19037774584608e+275
"143","Dyacopterus spadiceus","Betacoronavirus",1,5.11021900948654e+224
"3299","Pipistrellus coromandra","Betacoronavirus",0,4.2444684286936e+224
"2628","Cardioderma cor","Betacoronavirus",0,1.15660289885633e+224
"2738","Epomophorus wahlbergi","Betacoronavirus",0,4.47012897155509e+223
"3302","Pipistrellus hesperus","Betacoronavirus",0,3.88540873171868e+223
"3601","Vampyrodes caraccioli","Betacoronavirus",0,1.69969590078371e+223
"2956","Lonchophylla robusta","Betacoronavirus",0,6.36805488788577e+222
"2996","Mimon crenulatum","Betacoronavirus",0,2.31355041137909e+220
"2744","Eptesicus brasiliensis","Betacoronavirus",0,1.12670922502974e+220
"2740","Epomops dobsonii","Betacoronavirus",0,2.52079811298945e+219
"145","Eidolon helvum","Betacoronavirus",1,4.29775682643122e+198
"133","Artibeus lituratus","Betacoronavirus",1,1.10845919959689e+196
"144","Eidolon dupreanum","Betacoronavirus",1,1.18131534709763e+193
"3352","Pteronotus quadridens","Betacoronavirus",0,3.36057274264638e+187
"3593","Uroderma bilobatum","Betacoronavirus",0,2.87982283972797e+180
"3594","Uroderma magnirostrum","Betacoronavirus",0,2.75762773460106e+180
"151","Eptesicus serotinus","Betacoronavirus",1,2.4719217088169e+178
"203","Vespertilio sinensis","Betacoronavirus",1,2.52526958501362e+173
"3612","Vespertilio murinus","Betacoronavirus",0,4.39439471083949e+171
"3405","Pteropus temminckii","Betacoronavirus",0,1.55021436110566e+171
"3101","Myotis californicus","Betacoronavirus",0,1.9901387872853e+156
"3102","Myotis capaccinii","Betacoronavirus",0,8.83916692282615e+155
"202","Tylonycteris pachypus","Betacoronavirus",1,9.57772204540628e+154
"3592","Tylonycteris robustula","Betacoronavirus",0,9.42629532621244e+154
"3291","Phyllostomus elongatus","Betacoronavirus",0,2.36217014927249e+132
"3293","Phyllostomus latifolius","Betacoronavirus",0,6.49781306628345e+131
"3292","Phyllostomus hastatus","Betacoronavirus",0,3.75297053322579e+131
"3290","Phyllostomus discolor","Betacoronavirus",0,3.71776186077611e+131
"3030","Mops brachypterus","Betacoronavirus",0,1.56617849777101e+131
"149","Epomops franqueti","Betacoronavirus",1,3.72722902859165e+127
"175","Pipistrellus kuhlii","Betacoronavirus",1,9.75322576206113e+122
"2741","Eptesicus andinus","Betacoronavirus",0,2.31621495968866e+122
"137","Carollia perspicillata","Betacoronavirus",1,1.33157029437073e+122
"2631","Carollia colombiana","Betacoronavirus",0,1.26043940656687e+122
"2632","Carollia sowelli","Betacoronavirus",0,5.25491733587977e+121
"182","Pteropus alecto","Betacoronavirus",1,4.02539593809872e+121
"2743","Eptesicus bottae","Betacoronavirus",0,3.05221449786148e+121
"3191","Neoromicia brunneus","Betacoronavirus",0,1.30248065376326e+121
"2742","Eptesicus bobrinskoi","Betacoronavirus",0,7.08942383504458e+120
"154","Hipposideros caffer","Betacoronavirus",1,2.00083883527205e+120
"3104","Myotis chinensis","Betacoronavirus",0,9.59912872026891e+119
"3303","Pipistrellus inexspectatus","Betacoronavirus",0,2.0152066236305e+119
"3304","Pipistrellus javanicus","Betacoronavirus",0,1.91220929855763e+119
"2633","Carollia subrufa","Betacoronavirus",0,6.78819723874687e+118
"146","Eonycteris spelaea","Betacoronavirus",1,2.98554682212135e+118
"163","Micropteropus pusillus","Betacoronavirus",1,2.26586909305535e+118
"2816","Hipposideros bicolor","Betacoronavirus",0,3.44873371744549e+116
"3305","Pipistrellus maderensis","Betacoronavirus",0,2.22429608760788e+116
"2817","Hipposideros breviceps","Betacoronavirus",0,9.36194534745284e+115
"3353","Pteropus admiralitatum","Betacoronavirus",0,8.37265089981631e+115
"3003","Miniopterus inflatus","Betacoronavirus",0,1.63438232980457e+114
"2634","Casinycteris argynnis","Betacoronavirus",0,1.03421214555603e+114
"3355","Pteropus anetianus","Betacoronavirus",0,4.68912472218314e+113
"3024","Molossus molossus","Betacoronavirus",0,3.344121514977e+113
"3354","Pteropus aldabrensis","Betacoronavirus",0,2.17303752156301e+113
"2818","Hipposideros calcaratus","Betacoronavirus",0,5.68427479602387e+112
"2846","Hipposideros larvatus","Betacoronavirus",0,5.21181830566003e+111
"2733","Epomophorus angolensis","Betacoronavirus",0,4.59458637487575e+111
"2994","Mimon bennettii","Betacoronavirus",0,2.01442662878568e+110
"3356","Pteropus aruensis","Betacoronavirus",0,8.46399179539339e+109
"3023","Molossus currentium","Betacoronavirus",0,1.8558361182165e+109
"147","Epomophorus gambianus","Betacoronavirus",1,1.0726035668576e+109
"2815","Hipposideros beatus","Betacoronavirus",0,7.76523133575436e+108
"2735","Epomophorus grandis","Betacoronavirus",0,7.71253277865332e+108
"3025","Molossus pretiosus","Betacoronavirus",0,6.966000535313e+108
"2731","Eonycteris major","Betacoronavirus",0,6.07690790160643e+108
"2734","Epomophorus crypturus","Betacoronavirus",0,5.73055908469474e+108
"2732","Eonycteris robusta","Betacoronavirus",0,4.70878738222345e+108
"2845","Hipposideros lankadiva","Betacoronavirus",0,3.4930143288142e+108
"3006","Miniopterus majori","Betacoronavirus",0,2.6069633014446e+108
"3004","Miniopterus macrocneme","Betacoronavirus",0,2.3508710829337e+108
"2995","Mimon cozumelae","Betacoronavirus",0,8.08372390704955e+107
"2992","Micropteropus intermedius","Betacoronavirus",0,5.72960169001303e+107
"2993","Mimetillus moloneyi","Betacoronavirus",0,5.30967889066625e+107
"2588","Anoura geoffroyi","Betacoronavirus",0,3.03822673031799e+107
"2589","Anoura latidens","Betacoronavirus",0,1.47355351045598e+107
"2999","Miniopterus australis","Betacoronavirus",0,1.2773271416062e+107
"3005","Miniopterus magnater","Betacoronavirus",0,1.25409973073891e+107
"148","Epomophorus labiatus","Betacoronavirus",1,7.49304161875949e+106
"150","Eptesicus nilssonii","Betacoronavirus",1,2.55070982151024e+106
"2847","Hipposideros lekaguli","Betacoronavirus",0,2.10510102830322e+106
"196","Rousettus aegyptiacus","Betacoronavirus",1,1.80194082134238e+106
"2844","Hipposideros lamottei","Betacoronavirus",0,8.78759177173534e+104
"3129","Myotis laniger","Betacoronavirus",0,7.02719933394445e+104
"3130","Myotis leibii","Betacoronavirus",0,3.60394997168804e+104
"3111","Myotis evotis","Betacoronavirus",0,9.54265574714088e+103
"3114","Myotis formosus","Betacoronavirus",0,4.52440150296666e+103
"3022","Molossus coibensis","Betacoronavirus",0,4.26450982197734e+103
"164","Miniopterus schreibersii","Betacoronavirus",1,2.58230590332887e+103
"3162","Myotis ruber","Betacoronavirus",0,1.52921310648856e+103
"3160","Myotis riparius","Betacoronavirus",0,1.23766199811806e+103
"2736","Epomophorus minimus","Betacoronavirus",0,1.31489750696578e+102
"2941","Lasiurus varius","Betacoronavirus",0,1.22348557665296e+102
"3493","Rhynchonycteris naso","Betacoronavirus",0,5.9755002308234e+101
"3196","Neoromicia nanus","Betacoronavirus",0,2.67913796496144e+101
"2737","Epomophorus minor","Betacoronavirus",0,2.24146988620292e+101
"3491","Rhogeessa parvula","Betacoronavirus",0,1.39340648001979e+101
"197","Rousettus amplexicaudatus","Betacoronavirus",1,6.89371366892969e+100
"3490","Rhogeessa mira","Betacoronavirus",0,6.37496811839834e+100
"2759","Eptesicus pachyotis","Betacoronavirus",0,1.89706898520526e+100
"2848","Hipposideros lylei","Betacoronavirus",0,1.71505672192038e+100
"201","Triaenops persicus","Betacoronavirus",1,1.21363593836656e+100
"3488","Rhogeessa io","Betacoronavirus",0,7.39366966343201e+99
"3494","Rousettus bidens","Betacoronavirus",0,5.6856134446061e+99
"3487","Rhogeessa hussoni","Betacoronavirus",0,2.47725342460324e+99
"3492","Rhogeessa tumida","Betacoronavirus",0,7.45426728796269e+98
"3012","Miniopterus pusillus","Betacoronavirus",0,6.83613104666373e+98
"3489","Rhogeessa minutilla","Betacoronavirus",0,4.90832242773607e+98
"198","Scotophilus dinganii","Betacoronavirus",1,3.92995439473169e+98
